water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,4,16.632,113.0,20.0,G2_M5,136.0,249.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,5,16.437,113.0,20.0,G2_M5,156.0,269.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,6,20.546,113.0,17.0,G2_M5,173.0,286.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,7,18.849,113.0,17.0,G2_M5,190.0,303.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,8,18.663,113.0,10.0,G2_M5,200.0,313.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,9,21.208,113.0,10.0,G2_M5,210.0,323.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,10,19.457,113.0,9.0,G2_M5,219.0,332.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,11,21.861,113.0,6.0,G2_M5,225.0,338.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,12,22.307,113.0,6.0,G2_M5,231.0,344.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,13,21.87,113.0,4.0,G2_M5,235.0,348.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,14,24.3,113.0,3.0,G2_M5,238.0,351.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Male Rats,5,male,15,27.0,113.0,3.0,G2_M5,241.0,354.0,354.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,1,12.229,92.0,31.0,G2_F6,31.0,123.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,2,14.674,92.0,26.0,G2_F6,57.0,149.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,3,13.207,92.0,22.0,G2_F6,79.0,171.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,4,14.528,92.0,17.0,G2_F6,96.0,188.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,5,14.002,92.0,15.0,G2_F6,111.0,203.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,6,17.502,92.0,14.0,G2_F6,125.0,217.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,7,16.057,92.0,13.0,G2_F6,138.0,230.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,8,15.898,92.0,12.0,G2_F6,150.0,242.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,9,18.066,92.0,8.0,G2_F6,158.0,250.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,10,16.574,92.0,5.0,G2_F6,163.0,255.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,11,18.623,92.0,6.0,G2_F6,169.0,261.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,12,19.003,92.0,4.0,G2_F6,173.0,265.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,13,18.63,92.0,4.0,G2_F6,177.0,269.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,14,20.7,92.0,1.0,G2_F6,178.0,270.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,6,female,15,23.0,92.0,1.0,G2_F6,179.0,271.0,271.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,1,11.0,96.0,28.0,G2_F7,28.0,124.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,2,13.2,96.0,25.0,G2_F7,53.0,149.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,3,11.88,96.0,15.0,G2_F7,68.0,164.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,4,13.068,96.0,11.0,G2_F7,79.0,175.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,5,14.002,96.0,14.0,G2_F7,93.0,189.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,6,17.502,96.0,8.0,G2_F7,101.0,197.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,7,16.057,96.0,7.0,G2_F7,108.0,204.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,8,15.898,96.0,7.0,G2_F7,115.0,211.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,9,18.066,96.0,7.0,G2_F7,122.0,218.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,10,16.574,96.0,6.0,G2_F7,128.0,224.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,11,18.623,96.0,6.0,G2_F7,134.0,230.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,12,19.003,96.0,6.0,G2_F7,140.0,236.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,13,18.63,96.0,3.0,G2_F7,143.0,239.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,14,20.7,96.0,2.0,G2_F7,145.0,241.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,7,female,15,23.0,96.0,2.0,G2_F7,147.0,243.0,243.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,1,12.229,112.0,30.0,G2_F8,30.0,142.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,2,14.674,112.0,28.0,G2_F8,58.0,170.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,3,13.207,112.0,14.0,G2_F8,72.0,184.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,4,14.528,112.0,12.0,G2_F8,84.0,196.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,5,14.61,112.0,11.0,G2_F8,95.0,207.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,6,18.263,112.0,10.0,G2_F8,105.0,217.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,7,16.755,112.0,8.0,G2_F8,113.0,225.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,8,16.589,112.0,7.0,G2_F8,120.0,232.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,9,18.851,112.0,6.0,G2_F8,126.0,238.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,10,17.295,112.0,5.0,G2_F8,131.0,243.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,11,19.432,112.0,4.0,G2_F8,135.0,247.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,12,19.829,112.0,4.0,G2_F8,139.0,251.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,13,19.44,112.0,4.0,G2_F8,143.0,255.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,14,21.6,112.0,2.0,G2_F8,145.0,257.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,8,female,15,24.0,112.0,2.0,G2_F8,147.0,259.0,259.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,1,13.0,92.0,28.0,G2_F9,28.0,120.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,2,15.6,92.0,24.0,G2_F9,52.0,144.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,3,14.04,92.0,15.0,G2_F9,67.0,159.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,4,15.444,92.0,10.0,G2_F9,77.0,169.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,5,12.784,92.0,10.0,G2_F9,87.0,179.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,6,15.98,92.0,10.0,G2_F9,97.0,189.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,7,14.661,92.0,10.0,G2_F9,107.0,199.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,8,14.515,92.0,8.0,G2_F9,115.0,207.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,9,16.495,92.0,7.0,G2_F9,122.0,214.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,10,15.133,92.0,7.0,G2_F9,129.0,221.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,11,17.003,92.0,5.0,G2_F9,134.0,226.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,12,17.35,92.0,4.0,G2_F9,138.0,230.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,13,17.01,92.0,4.0,G2_F9,142.0,234.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,14,18.9,92.0,3.0,G2_F9,145.0,237.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,9,female,15,21.0,92.0,2.0,G2_F9,147.0,239.0,239.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,1,10.0,102.0,29.0,G2_F10,29.0,131.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,2,12.0,102.0,25.0,G2_F10,54.0,156.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,3,10.8,102.0,17.0,G2_F10,71.0,173.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,4,11.88,102.0,15.0,G2_F10,86.0,188.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,5,13.393,102.0,12.0,G2_F10,98.0,200.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,6,16.741,102.0,11.0,G2_F10,109.0,211.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,7,15.359,102.0,10.0,G2_F10,119.0,221.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,8,15.207,102.0,10.0,G2_F10,129.0,231.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,9,17.28,102.0,8.0,G2_F10,137.0,239.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,10,15.853,102.0,5.0,G2_F10,142.0,244.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,11,17.813,102.0,5.0,G2_F10,147.0,249.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,12,18.176,102.0,4.0,G2_F10,151.0,253.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,13,17.82,102.0,3.0,G2_F10,154.0,256.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,14,19.8,102.0,1.0,G2_F10,155.0,257.0,258.0
Group 2 (RO water with 50-75 TDS),Group 2 Female Rats,10,female,15,22.0,102.0,1.0,G2_F10,156.0,258.0,258.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,1,17.0,123.0,42.0,G3_M1,42.0,165.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,2,20.4,123.0,40.0,G3_M1,82.0,205.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,3,18.36,123.0,24.0,G3_M1,106.0,229.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,4,20.196,123.0,19.0,G3_M1,125.0,248.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,5,16.437,123.0,19.0,G3_M1,144.0,267.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,6,20.546,123.0,16.0,G3_M1,160.0,283.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,7,18.849,123.0,15.0,G3_M1,175.0,298.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,8,18.663,123.0,13.0,G3_M1,188.0,311.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,9,21.208,123.0,10.0,G3_M1,198.0,321.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,10,19.457,123.0,10.0,G3_M1,208.0,331.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,11,21.861,123.0,4.0,G3_M1,212.0,335.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,12,22.307,123.0,3.0,G3_M1,215.0,338.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,13,21.87,123.0,3.0,G3_M1,218.0,341.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,14,24.3,123.0,2.0,G3_M1,220.0,343.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,1,male,15,27.0,123.0,2.0,G3_M1,222.0,345.0,345.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,1,16.0,130.0,49.0,G3_M2,49.0,179.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,2,19.2,130.0,41.0,G3_M2,90.0,220.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,3,17.28,130.0,25.0,G3_M2,115.0,245.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,4,19.008,130.0,18.0,G3_M2,133.0,263.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,5,17.045,130.0,18.0,G3_M2,151.0,281.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,6,21.307,130.0,17.0,G3_M2,168.0,298.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,7,19.547,130.0,12.0,G3_M2,180.0,310.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,8,19.354,130.0,10.0,G3_M2,190.0,320.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,9,21.993,130.0,10.0,G3_M2,200.0,330.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,10,20.177,130.0,9.0,G3_M2,209.0,339.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,11,22.671,130.0,6.0,G3_M2,215.0,345.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,12,23.134,130.0,4.0,G3_M2,219.0,349.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,13,22.68,130.0,3.0,G3_M2,222.0,352.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,14,25.2,130.0,2.0,G3_M2,224.0,354.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,2,male,15,28.0,130.0,2.0,G3_M2,226.0,356.0,356.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,1,17.0,110.0,41.0,G3_M3,41.0,151.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,2,20.4,110.0,38.0,G3_M3,79.0,189.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,3,18.36,110.0,23.0,G3_M3,102.0,212.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,4,20.196,110.0,18.0,G3_M3,120.0,230.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,5,15.219,110.0,18.0,G3_M3,138.0,248.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,6,19.024,110.0,17.0,G3_M3,155.0,265.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,7,17.453,110.0,17.0,G3_M3,172.0,282.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,8,17.28,110.0,15.0,G3_M3,187.0,297.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,9,19.637,110.0,12.0,G3_M3,199.0,309.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,10,18.015,110.0,9.0,G3_M3,208.0,318.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,11,20.242,110.0,7.0,G3_M3,215.0,325.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,12,20.655,110.0,6.0,G3_M3,221.0,331.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,13,20.25,110.0,4.0,G3_M3,225.0,335.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,14,22.5,110.0,4.0,G3_M3,229.0,339.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,3,male,15,25.0,110.0,3.0,G3_M3,232.0,342.0,342.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,1,18.0,114.0,46.0,G3_M4,46.0,160.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,2,21.6,114.0,42.0,G3_M4,88.0,202.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,3,19.44,114.0,28.0,G3_M4,116.0,230.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,4,21.384,114.0,22.0,G3_M4,138.0,252.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,5,15.219,114.0,20.0,G3_M4,158.0,272.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,6,19.024,114.0,20.0,G3_M4,178.0,292.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,7,17.453,114.0,15.0,G3_M4,193.0,307.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,8,17.28,114.0,15.0,G3_M4,208.0,322.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,9,19.637,114.0,14.0,G3_M4,222.0,336.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,10,18.015,114.0,12.0,G3_M4,234.0,348.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,11,20.242,114.0,12.0,G3_M4,246.0,360.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,12,20.655,114.0,10.0,G3_M4,256.0,370.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,13,20.25,114.0,6.0,G3_M4,262.0,376.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,14,22.5,114.0,5.0,G3_M4,267.0,381.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,4,male,15,25.0,114.0,2.0,G3_M4,269.0,383.0,383.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,1,15.0,101.0,48.0,G3_M5,48.0,149.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,2,18.0,101.0,46.0,G3_M5,94.0,195.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,3,16.2,101.0,41.0,G3_M5,135.0,236.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,4,17.82,101.0,20.0,G3_M5,155.0,256.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,5,13.393,101.0,18.0,G3_M5,173.0,274.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,6,16.741,101.0,18.0,G3_M5,191.0,292.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,7,15.359,101.0,14.0,G3_M5,205.0,306.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,8,15.207,101.0,12.0,G3_M5,217.0,318.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,9,17.28,101.0,12.0,G3_M5,229.0,330.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,10,15.853,101.0,11.0,G3_M5,240.0,341.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,11,17.813,101.0,10.0,G3_M5,250.0,351.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,12,18.176,101.0,7.0,G3_M5,257.0,358.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,13,17.82,101.0,5.0,G3_M5,262.0,363.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,14,19.8,101.0,5.0,G3_M5,267.0,368.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Male Rats,5,male,15,22.0,101.0,2.0,G3_M5,269.0,370.0,370.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,1,11.743,75.0,37.0,G3_F6,37.0,112.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,2,14.091,75.0,31.0,G3_F6,68.0,143.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,3,12.682,75.0,25.0,G3_F6,93.0,168.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,4,13.951,75.0,21.0,G3_F6,114.0,189.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,5,12.175,75.0,18.0,G3_F6,132.0,207.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,6,15.219,75.0,15.0,G3_F6,147.0,222.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,7,13.962,75.0,12.0,G3_F6,159.0,234.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,8,13.824,75.0,9.0,G3_F6,168.0,243.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,9,15.709,75.0,6.0,G3_F6,174.0,249.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,10,14.412,75.0,5.0,G3_F6,179.0,254.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,11,16.194,75.0,3.0,G3_F6,182.0,257.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,12,16.524,75.0,3.0,G3_F6,185.0,260.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,13,16.2,75.0,2.0,G3_F6,187.0,262.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,14,18.0,75.0,2.0,G3_F6,189.0,264.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,6,female,15,20.0,75.0,2.0,G3_F6,191.0,266.0,266.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,1,13.0,92.0,38.0,G3_F7,38.0,130.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,2,15.6,92.0,36.0,G3_F7,74.0,166.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,3,14.04,92.0,30.0,G3_F7,104.0,196.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,4,15.444,92.0,21.0,G3_F7,125.0,217.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,5,12.784,92.0,16.0,G3_F7,141.0,233.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,6,15.98,92.0,15.0,G3_F7,156.0,248.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,7,14.661,92.0,14.0,G3_F7,170.0,262.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,8,14.515,92.0,12.0,G3_F7,182.0,274.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,9,16.495,92.0,8.0,G3_F7,190.0,282.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,10,15.133,92.0,8.0,G3_F7,198.0,290.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,11,17.003,92.0,5.0,G3_F7,203.0,295.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,12,17.35,92.0,4.0,G3_F7,207.0,299.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,13,17.01,92.0,2.0,G3_F7,209.0,301.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,14,18.9,92.0,1.0,G3_F7,210.0,302.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,7,female,15,21.0,92.0,2.0,G3_F7,212.0,304.0,304.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,1,11.0,114.0,41.0,G3_F8,41.0,155.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,2,13.2,114.0,35.0,G3_F8,76.0,190.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,3,11.88,114.0,25.0,G3_F8,101.0,215.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,4,13.068,114.0,20.0,G3_F8,121.0,235.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,5,12.784,114.0,18.0,G3_F8,139.0,253.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,6,15.98,114.0,15.0,G3_F8,154.0,268.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,7,14.661,114.0,15.0,G3_F8,169.0,283.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,8,14.515,114.0,14.0,G3_F8,183.0,297.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,9,16.495,114.0,14.0,G3_F8,197.0,311.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,10,15.133,114.0,12.0,G3_F8,209.0,323.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,11,17.003,114.0,12.0,G3_F8,221.0,335.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,12,17.35,114.0,10.0,G3_F8,231.0,345.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,13,17.01,114.0,6.0,G3_F8,237.0,351.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,14,18.9,114.0,5.0,G3_F8,242.0,356.0,358.0
Group 3 (RO water with 125 - 150 TDS),Group 3 Female Rats,8,female,15,21.0,114.0,2.0,G3_F8,244.0,358.0,358.0
