water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,10,9.576,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,11,10.438,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,12,10.342,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,13,10.859,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,14,12.350,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,15,13.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,1,9.000,126.000,52.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,2,10.800,,21.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,3,9.720,,21.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,4,9.914,,9.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,5,8.923,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,6,9.994,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,7,9.720,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,8,8.748,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,9,11.340,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,10,10.773,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,11,11.743,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,12,11.635,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,13,12.217,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,14,11.400,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,5,,15,12.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,1,9.000,74.000,21.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,2,10.800,,12.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,3,9.720,,10.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,4,9.914,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,5,8.923,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,6,9.994,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,7,9.720,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,8,8.748,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,9,11.340,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,10,10.773,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,11,11.743,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,12,11.635,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,13,12.217,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,14,10.450,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,6,,15,11.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,1,8.000,89.000,18.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,2,9.600,,10.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,3,8.640,,9.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,4,8.813,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,5,7.932,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,6,8.883,,7.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,7,8.640,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,8,7.776,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,9,10.080,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,10,9.576,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,11,10.438,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,12,10.342,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,13,10.859,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,14,9.500,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,7,,15,10.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,1,8.000,80.000,19.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,2,9.600,,11.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,3,8.640,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,4,8.813,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,5,7.932,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,6,8.883,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,7,8.640,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,8,7.776,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,9,10.080,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,10,9.576,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,11,10.438,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,12,10.342,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,13,10.859,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,14,10.450,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,8,,15,11.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,1,9.000,99.000,26.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,2,10.800,,13.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,3,9.720,,13.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,4,9.914,,10.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,5,8.923,,10.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,6,9.994,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,7,9.720,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,8,8.748,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,9,11.340,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,10,10.773,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,11,11.743,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,12,11.635,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,13,12.217,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,14,12.350,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,9,,15,13.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,1,9.000,111.000,31.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,2,10.800,,20.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,3,9.720,,12.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,4,9.914,,11.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,5,8.923,,9.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,6,9.994,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,7,9.720,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,8,8.748,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,9,11.340,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,10,10.773,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,11,11.743,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,12,11.635,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,13,12.217,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,14,11.400,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Female Rats,10,,15,12.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,1,15.000,126.000,60.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,2,18.000,,26.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,3,16.200,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,4,17.820,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,5,14.610,,16.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,6,18.263,,15.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,7,16.755,,12.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,8,16.589,,10.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,9,18.851,,8.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,10,17.295,,5.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,11,19.432,,4.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,12,19.829,,4.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,13,19.440,,3.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,14,21.600,,1.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,1,,15,24.000,,1.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,1,16.000,116.000,55.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,2,19.200,,39.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,3,17.280,,23.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,4,19.008,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,5,15.219,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,6,19.024,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,7,17.453,,16.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,8,17.280,,10.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,9,19.637,,7.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,10,18.015,,6.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,11,20.242,,4.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,12,20.655,,2.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,13,20.250,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,14,22.500,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,2,,15,25.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,1,14.000,125.000,40.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,2,16.800,,23.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,3,15.120,,23.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,4,16.632,,23.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,5,14.002,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,6,17.502,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,7,16.057,,19.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,8,15.898,,12.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,9,18.066,,12.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,10,16.574,,10.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,11,18.623,,4.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,12,19.003,,1.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,13,18.630,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,14,20.700,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,3,,15,23.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,1,15.000,165.000,53.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,2,18.000,,26.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,3,16.200,,22.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,4,17.820,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,5,17.045,,18.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,6,21.307,,18.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,7,19.547,,15.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,8,19.354,,12.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,9,21.993,,8.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,10,20.177,,8.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,11,22.671,,6.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,12,23.134,,2.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,13,22.680,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,14,25.200,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,4,,15,28.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,1,16.000,153.000,52.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,2,19.200,,28.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,3,17.280,,20.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,4,19.008,,18.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,5,15.828,,16.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,6,19.785,,15.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,7,18.151,,14.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,8,17.971,,14.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,9,20.422,,12.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,10,18.736,,8.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,11,21.052,,6.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,12,21.481,,2.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,13,21.060,,2.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,14,23.400,,0.000
Group 9 (water prepared as per BIS),Group 9 Male Rats,5,,15,26.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,1,12.000,128.000,20.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,2,14.400,,20.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,3,12.960,,18.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,4,14.256,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,5,13.393,,13.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,6,16.741,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,7,15.359,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,8,15.207,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,9,17.280,,10.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,10,15.853,,6.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,11,17.813,,4.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,12,18.176,,1.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,13,17.820,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,14,19.800,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,6,,15,22.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,1,11.000,129.000,21.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,2,13.200,,19.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,3,11.880,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,4,13.068,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,5,12.784,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,6,15.980,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,7,14.661,,11.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,8,14.515,,9.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,9,16.495,,9.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,10,15.133,,7.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,11,17.003,,6.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,12,17.350,,3.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,13,17.010,,2.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,14,18.900,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,,15,21.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,1,13.000,143.000,26.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,2,15.600,,21.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,3,14.040,,19.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,4,15.444,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,5,14.610,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,6,18.263,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,7,16.755,,9.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,8,16.589,,9.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,9,18.851,,7.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,10,17.295,,4.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,11,19.432,,2.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,12,19.829,,1.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,13,19.440,,1.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,14,21.600,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,,15,24.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,1,12.000,103.000,21.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,2,14.400,,20.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,3,12.960,,18.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,4,14.256,,18.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,5,14.002,,15.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,6,17.502,,13.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,7,16.057,,10.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,8,15.898,,7.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,9,18.066,,7.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,10,16.574,,6.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,11,18.623,,6.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,12,19.003,,4.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,13,18.630,,3.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,14,20.700,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,,15,23.000,,0.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,1,11.000,84.000,22.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,2,13.200,,19.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,3,11.880,,19.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,4,13.068,,16.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,5,13.393,,14.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,6,16.741,,13.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,7,15.359,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,8,15.207,,12.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,9,17.280,,10.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,10,15.853,,8.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,11,17.813,,6.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,12,18.176,,3.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,13,17.820,,3.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,14,19.800,,1.000
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,,15,22.000,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,1,8.000,113.000,20.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,2,9.600,,20.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,3,8.640,,7.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,4,8.813,,7.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,5,7.932,,5.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,6,8.883,,4.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,7,8.640,,3.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,8,7.776,,3.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,9,10.080,,1.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,10,9.576,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,11,8.906,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,12,9.088,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,13,8.910,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,14,9.900,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,,15,11.000,,0.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,1,9.000,135,22.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,2,10.800,,13.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,3,9.720,,13.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,4,9.914,,12.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,5,8.923,,6.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,6,9.994,,6.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,7,9.720,,4.000
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,,8,8.748,,4.000
